SKU tienda,Nombre del producto,Marca,Categoría,Subcategoría,Tienda,Precio normal,Precio final,Descuento,Precio tarjeta,Estado,Fecha,Hora actualización,URL
alp-01-10136,dog chow® cena de pavo 0.100 kg,dog chow,--,--,Best for Pets,,990,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/alimento-para-perros/3707-5605-dog-chow®-cena-de-pavo.html
alp-01-10138,dog chow® razas pequeñas buffet pavo y pollo 0.100 kg,dog chow,--,--,Best for Pets,,801,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/alimento-para-perros/3713-5626-dog-chow®-razas-pequeu00f1as-buffet-pavo-y-pollo-.html
alg-40-08803,brit care cat snack shiny hair 0.050 kg,brit care,--,--,Best for Pets,,4500,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/snacks-para-gatos/3064-7252-brit-care-cat-snack-shiny-hair.html
alg-40-12567,"brit care cat kitten fillets in gravy with tender turkey pouch 0,085 kg",brit care,--,--,Best for Pets,3300,2640,20%,,Sin stock,22-02-2024,00:00,https://bestforpets.cl/tienda/4929-10560-brit-care-cat-kitten-fillets-in-gravy-with-tender-turkey-pouch.html
alg-40-12564,"brit care cat sterilized fillets in gravy with healthy rabbit pouch 0,085 kg",brit care,--,--,Best for Pets,,2805,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/4926-10557-brit-care-cat-sterilized-fillets-in-gravy-with-healthy-rabbit-pouch.html
alg-40-12565,"brit care cat fillets in gravy with tender turkey & savory  salmon  pouch 0,085 kg",brit care,--,--,Best for Pets,,2975,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/4927-10558-brit-care-cat-fillets-in-gravy-with-tender-turkey-savory-salmon-pouch.html
alg-40-12566,"brit care cat fillets in gravy with savory salmon pouch 0,085 kg",brit care,--,--,Best for Pets,,2805,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/4928-10559-brit-care-cat-fillets-in-gravy-with-savory-salmon-pouch.html
alg-15-02877,adult instinctive lata 0.145 kg,royal canin,--,--,Best for Pets,,2250,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/alimento-royal-canin-para-gatos/380-4493-adult-instinctive.html
alg-15-02321,"royal canin lata renal support felino 0,145 g",royal canin,--,--,Best for Pets,3700,2960,20%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/213-10596-royal-canin-lata-renal-support-felino.html
alp-03-00202,"hills prescription diet i/d digestive care small bites 1,5 kg",hills,--,--,Best for Pets,,21510,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/4672-9772-hill%C2%B4s-prescription-diet-id-digestive-care-small-bites.html
alp-03-00237,"hills prescription diet z/d food sensitivities 3,63 kg",hills,--,--,Best for Pets,,82710,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/1707-7021-hill%C2%B4s-prescription-diet-zd-food-sensitivities.html
alg-01-10123,pouch felix - adultos sardina 0.085 kg,felix,--,--,Best for Pets,,891,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/alimento-humedo-para-gatos/3697-5587-pouch-felix-adultos-sardina.html
alg-01-03280,"felix trocitos pollo en salsa lata 0, 156 kg",felix,--,--,Best for Pets,,1400,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/3686-5565-felix-trocitos-pollo-en-salsa-lata.html
alg-01-10113,pouch felix gatitos - carne 0.085 kg,felix,--,--,Best for Pets,,891,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/alimento-humedo-para-gatos/3687-5567-pouch-felix-gatitos-carne.html
alg-01-10115,pouch felix gatitos - pollo 0.085 kg,felix,--,--,Best for Pets,,891,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/alimento-humedo-para-gatos/3689-5571-pouch-felix-gatitos-pollo.html
alg-01-10114,pouch felix gatitos - pescado 0.085 kg,felix,--,--,Best for Pets,,891,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/alimento-humedo-para-gatos/3688-5569-pouch-felix-gatitos-pescado.html
alg-01-10117,pouch felix - adultos carne 0.085 kg,felix,--,--,Best for Pets,,891,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/alimento-humedo-para-gatos/3691-5575-pouch-felix-adultos-carne.html
alg-01-10119,pouch felix - adultos pavo 0.085 kg,felix,--,--,Best for Pets,,891,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/alimento-humedo-para-gatos/3693-5579-pouch-felix-adultos-pavo.html
alg-01-10122,pouch felix - adultos cordero 0.085 kg,felix,--,--,Best for Pets,,891,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/alimento-humedo-para-gatos/3696-5585-pouch-felix-adultos-cordero.html
alg-01-10121,pouch felix - adultos pescado blanco 0.085 kg,felix,--,--,Best for Pets,,891,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/alimento-humedo-para-gatos/3695-5583-pouch-felix-adultos-pescado-blanco.html
alp-54-09781,premium cachorro 15 kg,vitalcan,--,--,Best for Pets,,27675,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/oferta-del-mes/3610-5327-vitalcan-premium-cachorro.html
alp-54-09782,premium adulto 15 kg,vitalcan,--,--,Best for Pets,,23925,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/oferta-del-mes/3611-5328-vitalcan-premium-adulto.html
alg-45-12569,"acana indoor entree cat 1,8 kg",acana,--,--,Best for Pets,26500,21200,20%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/4948-10597-acana-indoor-entr%C3%A9e-cat.html
alg-45-12570,"acana indoor entree cat 4,5 kg",acana,--,--,Best for Pets,53900,43120,20%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/4948-10598-acana-indoor-entr%C3%A9e-cat.html
alg-45-12571,"acana bountiful catch cat 1,8 kg",acana,--,--,Best for Pets,26500,21200,20%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/4949-10600-acana-bountiful-catch-cat.html
alg-45-12572,"acana bountiful catch cat 4,5 kg",acana,--,--,Best for Pets,53900,43120,20%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/4949-10599-acana-bountiful-catch-cat.html
alg-45-12573,homestead harvest cat 1.8 kg,acana,--,--,Best for Pets,,23375,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/alimento-acana-para-gatos/4950-10602-acana-homestead-harvest-cat.html
alg-45-12574,homestead harvest cat 4.5 kg,acana,--,--,Best for Pets,,45815,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/alimento-acana-para-gatos/4950-10601-acana-homestead-harvest-cat.html
alp-07-01332,sportmix high protein 20 kg,sportmix,--,--,Best for Pets,,63920,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/689-7100-sportmix-high-protein.html
alp-07-01334,sportmix maintenance canino 20 kg,sportmix,--,--,Best for Pets,,62175,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/691-7101-sportmix-maintenance-canino.html
alg-01-12590,purina one gatitos 6 kg,purina one,--,--,Best for Pets,,44450,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/4971-10646-purina-one-gatitos.html
alg-01-12591,purina one gatos adultos - pollo y carne 6 kg,purina one,--,--,Best for Pets,,41520,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/4972-10648-purina-one-gatos-adultos-pollo-y-carne.html
alg-01-12592,purina one gatos adultos - pollo y salmon 6 kg,purina one,--,--,Best for Pets,,46710,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/4973-10649-purina-one-gatos-adultos-pollo-y-salm%C3%B3n.html
alg-01-12593,purina one gatos esterilizados - pollo y salmon 6 kg,purina one,--,--,Best for Pets,,41520,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/4974-10650-purina-one-gatos-esterilizados-pollo-y-salm%C3%B3n.html
alp-01-12585,purina one cachorros 6 kg,purina one,--,--,Best for Pets,45900,27540,40%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/4958-10618-purina-one-cachorros.html
alp-01-12584,purina one cachorros 12 kg,purina one,--,--,Best for Pets,69500,41700,40%,,Sin stock,22-02-2024,00:00,https://bestforpets.cl/tienda/4958-10617-purina-one-cachorros.html
alp-01-12586,purina one adultos minis - pollo y cordero 2 kg,purina one,--,--,Best for Pets,,12950,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/4968-10641-purina-one-adultos-minis-pollo-y-cordero.html
alp-01-12587,purina one adultos minis - pollo y cordero 6 kg,purina one,--,--,Best for Pets,,34650,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/4968-10639-purina-one-adultos-minis-pollo-y-cordero.html
alp-01-12589,purina one adultos mediano y grande - pollo y cordero 12 kg,purina one,--,--,Best for Pets,,50850,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/4969-10644-purina-one-adultos-mediano-y-grande-pollo-y-cordero.html
alp-01-12588,purina one adultos mediano y grande - pollo y carne 12 kg,purina one,--,--,Best for Pets,,50850,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/4970-10645-purina-one-adultos-mediano-y-grande-pollo-y-carne.html
alg-15-02882,intense beauty felino lata 0.145 g,royal canin,--,--,Best for Pets,,2250,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/alimento-royal-canin-para-gatos/382-10811-intense-beauty-felino.html
alg-15-02879,weigth care lata 0.145 g,royal canin,--,--,Best for Pets,,2250,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/alimento-royal-canin-para-gatos/381-10810-royal-canin-weigth-care.html
alg-15-12795,adult sterilised feline 2 kg,royal canin,--,--,Best for Pets,,20315,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/alimento-royal-canin-para-gatos/3430-10821-adult-sterilised-feline.html
alg-15-12796,royal canin adult sterilised feline 4 kg,royal canin,--,--,Best for Pets,37900,30320,20%,,Sin stock,22-02-2024,00:00,https://bestforpets.cl/tienda/3430-10200-royal-canin-adult-sterilised-feline.html
alp-03-00187,"hills fruity snacks arandanos y avena 0,250 kg",hills,--,--,Best for Pets,,9500,,,Sin stock,22-02-2024,00:00,https://bestforpets.cl/tienda/137-7269-hill%C2%B4s-fruity-snacks-ar%C3%A1ndanos-y-avena.html
alp-01-12766,dog chow cachorros minis y pequenos 3 kg,dog chow,--,--,Best for Pets,,11600,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/5035-10787-dog-chow-cachorros-minis-y-peque%C3%B1os.html
alp-01-12774,dog chow - control de peso 8 kg,dog chow,--,--,Best for Pets,,24750,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/5040-10800-dog-chow-control-de-peso.html
alp-01-12775,dog chow - control de peso 18 kg,dog chow,--,--,Best for Pets,,48510,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/5040-10801-dog-chow-control-de-peso.html
alg-01-12818,"pro plan veterinary diets nf funcion renal lata - etapa avanzada 0, 156 kg",pro plan,--,--,Best for Pets,,3655,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/5065-10829-pro-plan-veterinary-diets-nf-funci%C3%B3n-renal-lata-etapa-avanzada.html
alg-01-00083,pro plan cat adult live clear 1 kg,pro plan,--,--,Best for Pets,,15215,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/4729-10008-pro-plan-cat-adult-live-clear.html
alg-01-00084,pro plan cat adult live clear 3 kg,pro plan,--,--,Best for Pets,39500,33575,15%,,Sin stock,22-02-2024,00:00,https://bestforpets.cl/tienda/4729-10009-pro-plan-cat-adult-live-clear.html
alp-01-12767,dog chow cachorros raza mediana y grande 8 kg,dog chow,--,--,Best for Pets,,28350,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/5036-10788-dog-chow-cachorros-raza-mediana-y-grande.html
alp-01-12768,dog chow adultos minis y pequenos - pollo y pavo 8 kg,dog chow,--,--,Best for Pets,,25200,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/5037-10792-dog-chow-adultos-minis-y-peque%C3%B1os-pollo-y-pavo.html
alp-01-12770,dog chow - adultos medianos y grandes - pollo y pavo 8 kg,dog chow,--,--,Best for Pets,,22000,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/5038-10795-dog-chow-adultos-medianos-y-grandes-pollo-y-pavo-1.html
alp-01-12772,dog chow - adultos 7+ longevidad 8 kg,dog chow,--,--,Best for Pets,,22000,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/5039-10798-dog-chow-adultos-7-longevidad.html
alp-01-12773,dog chow - adultos 7+ longevidad 18 kg,dog chow,--,--,Best for Pets,,43120,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/5039-10797-dog-chow-adultos-7-longevidad.html
alg-15-09714,urinary s/o felino 10.1 kg,royal canin,--,--,Best for Pets,,92565,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/alimento-royal-canin-para-gatos/203-10909-urinary-so-felino.html
alp-15-02194,royal canin medium weight care 10 kg,royal canin,--,--,Best for Pets,70900,56720,20%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/3201-10910-royal-canin-medium-weight-care.html
alg-03-12820,"hills science diet perfect digestion felino 1,58 kg",hills,--,--,Best for Pets,,27625,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/5075-10854-hill%C2%B4s-science-diet-perfect-digestion-felino.html
alp-15-12873,mature 8+ lata 0.150 kg,royal canin,--,--,Best for Pets,,2550,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/royal-canin/2487-10935-mature-8-lata.html
alp-03-12821,"hills science diet adulto perfect digestion + actibiome 1,58 kg",hills,--,--,Best for Pets,,21675,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/5076-10856-hill%C2%B4s-science-diet-adulto-perfect-digestion-actibiome.html
alp-03-12822,"hills science diet adulto perfect digestion + actibiome 5,4 kg",hills,--,--,Best for Pets,,60675,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/5076-10857-hill%C2%B4s-science-diet-adulto-perfect-digestion-actibiome.html
alp-45-12778,"orijen small breed 1,8 kg",orijen,--,--,Best for Pets,30500,24400,20%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/5074-10851-orijen-small-breed.html
alp-45-12779,"orijen small breed 4,5 kg",orijen,--,--,Best for Pets,71500,57200,20%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/5074-10852-orijen-small-breed.html
alp-54-12859,complete adult medium & large breeds 3 kg,vitalcan,--,--,Best for Pets,,8500,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/5096-10922-vitalcan-complete-adult-medium-large-breeds.html
alp-54-12860,complete adult medium & large breeds 20 kg,vitalcan,--,--,Best for Pets,49500,34650,30%,,Sin stock,22-02-2024,00:00,https://bestforpets.cl/tienda/5096-10921-vitalcan-complete-adult-medium-large-breeds.html
alg-01-07750,"pro plan veterinary diets nf funcion renal - etapa avanzada 1,5 kg",pro plan,--,--,Best for Pets,,22800,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/5099-10950-pro-plan-veterinary-diets-nf-funci%C3%B3n-renal-etapa-avanzada.html
alg-01-03276,"felix pate de pescado y atun lata 0, 156 kg",felix,--,--,Best for Pets,,1400,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/3682-5552-felix-pat%C3%A9-de-pescado-y-at%C3%BAn-lata.html
alp-15-09354,royal canin bulldog frances puppy 3 kg,royal canin,--,--,Best for Pets,30500,24400,20%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/3327-4773-royal-canin-bulldog-franc%C3%A9s-puppy.html
alg-01-03277,"felix pate de salmon lata 0, 156 kg",felix,--,--,Best for Pets,,1400,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/3683-5555-felix-pat%C3%A9-de-salm%C3%B3n-lata.html
alg-01-03279,"felix filetes de pescado y atun en salsa lata 0, 156 kg",felix,--,--,Best for Pets,,1400,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/3685-5563-felix-filetes-de-pescado-y-at%C3%BAn-en-salsa-lata.html
alg-45-08236,"acana meadowlands cat 1,8 kg",acana,--,--,Best for Pets,28900,23120,20%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/2897-3809-acana-meadowlands-cat.html
alg-15-11182,"royal canin recovery lata gatos/perros 0,145 kg",royal canin,--,--,Best for Pets,4900,3920,20%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/268-10903-royal-canin-recovery-lata-gatosperros.html
alg-15-08022,"royal canin lata gastrointestinal felino 0,145 g",royal canin,--,--,Best for Pets,3700,2960,20%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/2755-10817-royal-canin-lata-gastrointestinal-felino.html
alp-15-12871,"royal canin lata adult beauty 0,150 kg",royal canin,--,--,Best for Pets,3400,2720,20%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/2486-10933-royal-canin-lata-adult-beauty-.html
alg-15-02875,"royal canin lata kitten instinctive 0,145 g",royal canin,--,--,Best for Pets,2900,2320,20%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/379-10813-royal-canin-lata-kitten-instinctive-.html
alg-15-02873,"royal canin lata mother and babycat instinctive 0,145 g",royal canin,--,--,Best for Pets,2900,2320,20%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/378-10812-royal-canin-lata-mother-and-babycat-instinctive-.html
alp-15-12870,"royal canin lata puppy 0,150 kg",royal canin,--,--,Best for Pets,2900,2320,20%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/2485-10932-royal-canin-lata-puppy.html
alg-15-02319,"royal canin lata urinary s/o feline 0,145 g",royal canin,--,--,Best for Pets,4100,3280,20%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/212-10818-royal-canin-lata-urinary-so-feline.html
alg-45-08237,"acana meadowlands cat 4,5 kg",acana,--,--,Best for Pets,58900,47120,20%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/2897-8942-acana-meadowlands-cat.html
alg-45-08239,"acana wild atlantic cat 4,5 kg",acana,--,--,Best for Pets,61500,49200,20%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/2898-8943-acana-wild-atlantic-cat.html
alg-45-08238,"acana wild atlantic cat 1,8 kg",acana,--,--,Best for Pets,30500,24400,20%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/2898-3811-acana-wild-atlantic-cat.html
alp-45-08094,"acana free run-poultry 11,35 kg",acana,--,--,Best for Pets,82900,66320,20%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/2780-3516-acana-free-run-poultry.html
alg-45-08233,"original cat 5,5 kg",orijen,--,--,Best for Pets,97900,78320,20%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/2832-3806-orijen-original-cat.html
alg-45-08232,"original cat 1,8 kg",orijen,--,--,Best for Pets,38500,30800,20%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/2832-3805-orijen-original-cat.html
alg-45-08234,six fish cat 1.8 kg,orijen,--,--,Best for Pets,,32215,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/alimento-orijen-para-gatos/2833-3807-orijen-six-fish-cat.html
alp-45-08088,original dog 11.35 kg,orijen,--,--,Best for Pets,,95965,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/alimento-orijen-para-perros/2778-3510-orijen-original-dog.html
alp-45-08091,six fish dog 11.35 kg,orijen,--,--,Best for Pets,,95965,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/alimento-orijen-para-perros/2779-3513-orijen-six-fish-dog.html
alg-15-02234,kitten sterilised feline 2 kg,royal canin,--,--,Best for Pets,,20175,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/3431-11380-royal-canin-kitten-sterilised-feline.html
alg-15-02236,kitten sterilised feline 3.5 kg,royal canin,--,--,Best for Pets,,31025,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/alimento-royal-canin-para-gatos/3431-11381-royal-canin-kitten-sterilised-feline.html
alp-01-13212,puppy chicken&rice 8 kg,excellent,--,--,Best for Pets,,33210,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/1666-11382-puppy-chickenrice.html
alp-01-13211,adult dog chicken&rice 8 kg,excellent,--,--,Best for Pets,,29610,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/alimento-excellent-para-perros/1667-11383-adult-dog-chickenrice.html
alp-01-13213,pro plan sensitive skin and stomach razas medianas y grandes 3 kg,pro plan,--,--,Best for Pets,,27115,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/5340-11397-pro-plan-sensitive-skin-and-stomach-razas-medianas-y-grandes.html
alp-01-13214,pro plan sensitive skin and stomach razas medianas y grandes 15 kg,pro plan,--,--,Best for Pets,,83215,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/5340-11398-pro-plan-sensitive-skin-and-stomach-razas-medianas-y-grandes.html
alp-01-13217,pro plan veterinary diets cc cardio care formula canina 2 kg,pro plan,--,--,Best for Pets,,27965,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/5339-11390-pro-plan-veterinary-diets-cc-cardio-care-f%C3%B3rmula-canina.html
alp-01-13218,"pro plan veterinary diets cc cardio care formula canina 7,5 kg",pro plan,--,--,Best for Pets,,59415,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/5339-11393-pro-plan-veterinary-diets-cc-cardio-care-f%C3%B3rmula-canina.html
cug-58-11905,champion cat arena sanitaria 9 kg,champion,--,--,Best for Pets,13500,12150,10%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/4647-9753-champion-cat-arena-sanitaria.html
alp-01-13216,pro plan sensitive skin and stomach razas pequenas 3 kg,pro plan,--,--,Best for Pets,,26775,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/5341-11399-pro-plan-sensitive-skin-and-stomach-razas-peque%C3%B1as.html
alp-01-13215,"pro plan sensitive skin and stomach razas pequenas 7,5 kg",pro plan,--,--,Best for Pets,,53975,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/5341-11401-pro-plan-sensitive-skin-and-stomach-razas-peque%C3%B1as.html
alg-01-13327,"pro plan veterinary diets ha hydrolyzed formula felina 1,5 kg",pro plan,--,--,Best for Pets,,22865,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/2557-11404-pro-plan-veterinary-diets-ha-hydrolyzed-f%C3%B3rmula-felina.html
alp-01-07741,pro plan veterinary diets ha hydrolyzed formula canina 2 kg,pro plan,--,--,Best for Pets,,27965,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/2554-11406-pro-plan-veterinary-diets-ha-hydrolyzed-f%C3%B3rmula-canina.html
alg-15-02244,mother & babycat 2 kg,royal canin,--,--,Best for Pets,,22525,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/alimento-royal-canin-para-gatos/184-11501-mother-babycat.html
alg-15-02249,urinary care 2 kg,royal canin,--,--,Best for Pets,,22015,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/alimento-royal-canin-para-gatos/2333-11503-urinary-care.html
alg-01-13328,pro plan veterinary diets ha hydrolyzed formula felina 3 kg,pro plan,--,--,Best for Pets,,37825,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/2557-11509-pro-plan-veterinary-diets-ha-hydrolyzed-f%C3%B3rmula-felina.html
alp-06-13371,nutra-nuggets professional for dogs 15 kg,nutra nuggets,--,--,Best for Pets,,45520,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/alimento-nutra-nuggets-para-perros/5386-11510-nutra-nuggets-professional-for-dogs.html
alg-45-13339,"orijen kitten 1,8 kg",orijen,--,--,Best for Pets,39900,31920,20%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/5387-11511-orijen-kitten.html
alp-54-09787,"complete puppy small breeds 7,5 kg",vitalcan,--,--,Best for Pets,23900,16730,30%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/5093-11516-vitalcan-complete-puppy-small-breeds.html
alg-03-00286,hill´s hypoallergenic treats felino 0.070 kg,hills,--,--,Best for Pets,,5700,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/snacks-para-gatos/93-7260-hillu00b4s-hypoallergenic-treats-felino.html
alg-58-11899,champion cat sabor pollo y salmon 8 kg,champion,--,--,Best for Pets,32900,14805,55%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/4640-9746-champion-cat-sabor-pollo-y-salm%C3%B3n.html
alg-58-11903,"champion adultos sabor pollo lata 0,315 kg",champion,--,--,Best for Pets,,2320,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/4644-9751-champion-adultos-sabor-pollo-lata.html
alg-58-11904,"champion indoor sabor salmon lata 0,315 kg",champion,--,--,Best for Pets,,2320,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/4645-9752-champion-indoor-sabor-salm%C3%B3n-lata.html
alp-58-11750,"champion dog lata adultos receta de pate carne 0,315 kg",champion,--,--,Best for Pets,2900,1305,55%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/4632-9737-champion-dog-lata-adultos-receta-de-pat%C3%A9-carne.html
alp-58-11751,"champion dog lata adultos receta de pate pollo 0,315 kg",champion,--,--,Best for Pets,2900,1305,55%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/4633-9738-champion-dog-lata-adultos-receta-de-pat%C3%A9-pollo.html
alp-58-11752,"champion dog lata adultos festin de carne y cordero 0,400 kg",champion,--,--,Best for Pets,2900,1305,55%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/4634-9740-champion-dog-lata-adultos-fest%C3%ADn-de-carne-y-cordero.html
alp-58-11895,"champion lata adultos festin de pollo y pavo 0,400 kg",champion,--,--,Best for Pets,2900,1305,55%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/4635-9741-champion-lata-adultos-fest%C3%ADn-de-pollo-y-pavo.html
alg-01-13414,pro plan sensitive skin and stomach cat 3 kg,pro plan,--,--,Best for Pets,,28815,,,No disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/5430-11540-pro-plan-sensitive-skin-and-stomach-cat.html
alg-01-00033,cat chow gatitos 8 kg,cat chow,--,--,Best for Pets,41900,29330,30%,,Sin stock,22-02-2024,00:00,https://bestforpets.cl/tienda/2768-11558-cat-chow-gatitos.html
alg-01-00050,cat chow adultos hogarenos 8 kg,cat chow,--,--,Best for Pets,39900,27930,30%,,Sin stock,22-02-2024,00:00,https://bestforpets.cl/tienda/2772-11559-cat-chow-adultos-hogare%C3%B1os.html
alp-15-02222,"royal canin dachshund puppy 2,5 kg",royal canin,--,--,Best for Pets,26900,21520,20%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/4775-10211-royal-canin-dachshund-puppy.html
alp-15-02289,"royal canin hepatic canino 1,5 kg",royal canin,--,--,Best for Pets,21500,17200,20%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/5163-11502-royal-canin-hepatic-canino.html
alp-54-09808,hop! cachorros razas medianas y grandes 21 kg,vitalcan,--,--,Best for Pets,57900,40530,30%,,Disponible,22-02-2024,00:00,https://bestforpets.cl/tienda/4238-7344-hop-cachorros-razas-medianas-y-grandes.html
